,imed_reg_code,n_significativo,1,2,3,4,cluster,concentracao,distancia
24,140003,0.5882352941176471,0.23529411764705882,0.11764705882352941,0.058823529411764705,0.0,1,0.5228349657244464,277.40453650093883
25,140004,0.7647058823529411,0.058823529411764705,0.17647058823529413,0.0,0.0,2,0.7240313897112453,206.0158304341496
26,150001,0.7647058823529411,0.0,0.0,0.23529411764705882,0.0,3,0.7417364831128523,51.92197360964488
27,150002,0.11764705882352941,0.0,0.0,0.8823529411764706,0.0,3,0.8605140493133996,109.05954594775329
28,150003,0.29411764705882354,0.0,0.0,0.7058823529411765,0.0,3,0.6935191836795055,134.89232383574418
29,150004,0.11764705882352941,0.0,0.0,0.8823529411764706,0.0,3,0.8605140493133996,93.3312392220706
30,150005,0.0,0.0,0.0,1.0,0.0,3,1.0,201.99244785874504
31,150006,0.0,0.0,0.0,1.0,0.0,3,1.0,148.86061516147885
32,150007,0.0,0.0,0.0,1.0,0.0,3,1.0,224.44447165503777
33,150008,0.0,0.0,0.0,1.0,0.0,3,1.0,176.83059283956572
